family_Size,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,date of reservation,booking status
2,2,3,Meal Plan 1,0,Room_Type 1,158,Online,8/25/2018,Canceled
1,2,1,Meal Plan 1,0,Room_Type 1,35,Online,4/17/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 4,9,Online,7/21/2018,Canceled
4,2,2,Meal Plan 1,0,Room_Type 6,164,Online,8/21/2018,Canceled
2,1,5,Meal Plan 1,0,Room_Type 4,120,Online,9/20/2018,Canceled
2,1,1,Not Selected,0,Room_Type 1,19,Online,9/17/2018,Canceled
2,1,0,Meal Plan 1,0,Room_Type 4,16,Online,9/26/2018,Canceled
2,2,4,Meal Plan 1,0,Room_Type 4,151,Online,10/27/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 1,119,Online,7/27/2018,Canceled
2,2,4,Not Selected,0,Room_Type 1,114,Online,11/13/2018,Canceled
2,1,0,Not Selected,0,Room_Type 1,53,Online,9/26/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,118,Online,12/28/2017,Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,120,Online,3/27/2018,Canceled
4,1,2,Meal Plan 2,0,Room_Type 6,200,Online,10/31/2018,Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,8,Online,8/16/2017,Canceled
3,0,3,Meal Plan 1,0,Room_Type 1,30,Online,10/20/2018,Canceled
3,1,1,Meal Plan 2,0,Room_Type 4,33,Online,4/30/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,69,Online,4/27/2018,Canceled
3,2,2,Meal Plan 1,0,Room_Type 1,42,Online,3/20/2018,Canceled
2,1,3,Not Selected,0,Room_Type 1,85,Online,4/28/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,286,Online,12/30/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,142,Online,8/26/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,77,Online,3/23/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,161,Online,8/25/2018,Canceled
1,1,4,Meal Plan 1,0,Room_Type 1,209,Online,7/29/2017,Canceled
2,2,0,Not Selected,0,Room_Type 1,18,Online,6/26/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,149,Online,7/20/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,225,Online,8/13/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,51,Online,2/26/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,173,Online,9/30/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,173,Online,3/31/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,79,Online,8/19/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,22,Online,9/15/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,256,Online,8/31/2018,Canceled
3,2,4,Meal Plan 1,0,Room_Type 1,180,Online,7/31/2018,Canceled
4,2,3,Meal Plan 1,0,Room_Type 1,81,Online,5/15/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,10,Online,9/21/2017,Canceled
2,2,1,Meal Plan 1,0,Room_Type 2,223,Online,7/24/2018,Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,41,Online,9/25/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,322,Online,12/30/2018,Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,41,Online,5/16/2018,Canceled
4,0,1,Meal Plan 1,0,Room_Type 6,153,Online,8/19/2018,Canceled
2,1,1,Not Selected,0,Room_Type 1,90,Online,5/21/2018,Canceled
3,2,3,Meal Plan 1,0,Room_Type 4,159,Online,7/23/2018,Canceled
3,1,1,Meal Plan 1,0,Room_Type 4,35,Online,9/26/2018,Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,10,Online,9/15/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 4,138,Online,8/18/2018,Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,2,Online,11/23/2018,Canceled
2,1,3,Not Selected,0,Room_Type 1,40,Online,6/27/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,212,Online,9/26/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,204,Online,8/26/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,64,Online,9/24/2018,Canceled
3,0,5,Meal Plan 1,0,Room_Type 4,89,Online,8/23/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,48,Online,5/21/2018,Canceled
1,1,1,Meal Plan 1,0,Room_Type 1,59,Online,11/21/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,4,Online,3/24/2018,Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,16,Online,11/25/2018,Canceled
2,2,3,Meal Plan 2,0,Room_Type 1,206,Online,9/23/2018,Canceled
3,2,1,Meal Plan 1,0,Room_Type 4,124,Online,7/16/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,138,Online,4/20/2018,Canceled
3,0,1,Meal Plan 1,0,Room_Type 2,22,Online,9/17/2018,Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,70,Online,2/26/2018,Canceled
1,0,4,Meal Plan 1,0,Room_Type 1,69,Online,11/23/2018,Canceled
2,2,2,Not Selected,0,Room_Type 1,11,Online,11/27/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,179,Online,9/30/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,54,Online,3/17/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,178,Online,7/22/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 4,161,Online,8/16/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,179,Online,10/28/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 2,72,Online,3/19/2018,Canceled
2,0,4,Not Selected,0,Room_Type 1,97,Online,5/18/2018,Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,10,Online,11/20/2018,Canceled
2,5,10,Meal Plan 1,0,Room_Type 1,204,Online,8/15/2018,Canceled
3,2,2,Meal Plan 1,0,Room_Type 6,156,Online,8/28/2018,Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,47,Online,3/16/2018,Canceled
4,1,1,Meal Plan 1,0,Room_Type 6,60,Online,5/14/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,163,Online,9/23/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 1,178,Online,7/26/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,165,Online,10/20/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,6,Online,6/26/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,61,Online,4/22/2018,Canceled
2,2,2,Not Selected,0,Room_Type 1,110,Online,4/30/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,80,Online,11/25/2018,Canceled
2,0,4,Not Selected,0,Room_Type 1,167,Online,6/28/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,107,Online,8/21/2017,Canceled
2,0,2,Not Selected,0,Room_Type 1,10,Online,6/29/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,83,Online,10/23/2018,Canceled
3,2,7,Meal Plan 1,0,Room_Type 4,123,Online,7/22/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,23,Online,10/20/2018,Canceled
1,1,2,Meal Plan 1,0,Room_Type 1,237,Online,9/14/2017,Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,167,Online,9/29/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,112,Online,7/18/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,97,Online,11/16/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,33,Online,3/24/2018,Canceled
3,2,1,Meal Plan 1,1,Room_Type 4,240,Online,12/31/2018,Canceled
1,0,2,Meal Plan 1,0,Room_Type 4,63,Online,10/20/2018,Canceled
3,1,0,Meal Plan 1,0,Room_Type 4,106,Online,12/25/2018,Canceled
2,1,1,Not Selected,0,Room_Type 1,231,Online,8/27/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,0,Online,8/21/2017,Canceled
4,0,2,Meal Plan 1,0,Room_Type 6,116,Online,9/30/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,229,Online,10/22/2018,Canceled
3,1,2,Meal Plan 1,0,Room_Type 7,45,Online,5/13/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,38,Online,10/19/2018,Canceled
3,2,4,Meal Plan 2,1,Room_Type 1,178,Online,7/23/2018,Canceled
2,1,3,Not Selected,0,Room_Type 1,84,Online,5/16/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,250,Online,10/20/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,86,Online,11/30/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,104,Online,7/16/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,52,Online,2/19/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,189,Online,10/28/2018,Canceled
2,1,1,Not Selected,0,Room_Type 1,99,Online,8/29/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,167,Online,9/16/2017,Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,78,Online,10/21/2018,Canceled
2,2,4,Meal Plan 2,0,Room_Type 1,158,Online,8/14/2018,Canceled
1,1,0,Not Selected,0,Room_Type 1,57,Online,4/24/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,14,Online,8/30/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,88,Online,4/26/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,101,Online,3/15/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,186,Online,7/26/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,209,Online,8/21/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,49,Online,10/30/2018,Canceled
3,1,3,Meal Plan 1,0,Room_Type 4,72,Online,12/19/2018,Canceled
3,2,1,Meal Plan 1,0,Room_Type 4,129,Online,8/27/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,69,Online,8/31/2018,Canceled
1,2,1,Meal Plan 1,0,Room_Type 1,139,Online,5/15/2018,Canceled
2,2,0,Not Selected,0,Room_Type 1,39,Online,6/26/2018,Canceled
2,2,3,Meal Plan 2,0,Room_Type 4,79,Online,9/15/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,4,Online,8/21/2018,Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,32,Online,11/14/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,18,Online,11/25/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,133,Online,8/23/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 4,0,Online,2/13/2018,Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,2,Online,11/17/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,74,Online,5/17/2018,Canceled
1,0,1,Not Selected,0,Room_Type 1,12,Online,7/20/2018,Canceled
1,2,1,Meal Plan 1,0,Room_Type 4,30,Online,6/19/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,110,Online,8/15/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,57,Online,3/21/2018,Canceled
2,2,2,Not Selected,0,Room_Type 1,157,Online,7/16/2018,Canceled
2,2,5,Not Selected,0,Room_Type 1,97,Online,10/17/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 4,134,Online,9/29/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,240,Online,7/13/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 2,10,Online,5/18/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,22,Online,3/31/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,229,Online,10/22/2018,Canceled
1,1,1,Meal Plan 1,0,Room_Type 1,45,Online,11/19/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,282,Online,10/29/2018,Canceled
3,0,4,Meal Plan 1,0,Room_Type 4,106,Online,8/24/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,239,Online,10/28/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,90,Online,4/28/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,197,Online,9/15/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,184,Online,8/13/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,45,Online,11/19/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 2,72,Online,3/19/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,26,Online,4/15/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 4,267,Online,10/24/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 2,178,Online,8/23/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,188,Online,8/13/2018,Canceled
2,1,0,Not Selected,0,Room_Type 1,76,Online,5/22/2018,Canceled
2,3,6,Meal Plan 2,0,Room_Type 1,190,Online,8/22/2018,Canceled
3,0,1,Meal Plan 1,0,Room_Type 4,43,Online,7/14/2018,Canceled
2,0,2,Meal Plan 2,0,Room_Type 4,64,Online,7/14/2018,Canceled
2,2,2,Meal Plan 1,1,Room_Type 1,169,Online,4/23/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,43,Online,6/26/2018,Canceled
1,1,4,Meal Plan 1,0,Room_Type 4,128,Online,8/17/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,245,Online,10/28/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,19,Online,9/23/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,200,Online,8/29/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,109,Online,10/20/2018,Canceled
4,2,2,Meal Plan 1,0,Room_Type 6,194,Online,8/26/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,102,Online,7/26/2018,Canceled
3,1,0,Meal Plan 1,0,Room_Type 1,10,Online,7/24/2018,Canceled
1,1,1,Meal Plan 1,0,Room_Type 1,35,Online,2/13/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,52,Online,11/25/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 4,88,Online,9/16/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,174,Online,4/27/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,37,Online,12/28/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 2,82,Online,7/19/2017,Canceled
2,1,4,Meal Plan 1,0,Room_Type 4,136,Online,9/21/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 4,37,Online,3/14/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,127,Online,12/27/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,36,Online,8/20/2018,Canceled
3,0,1,Meal Plan 1,0,Room_Type 1,178,Online,8/25/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,205,Online,9/15/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,68,Online,4/24/2018,Canceled
3,2,3,Meal Plan 1,0,Room_Type 6,81,Online,5/15/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,95,Online,10/20/2018,Canceled
2,2,5,Not Selected,0,Room_Type 1,48,Online,11/13/2018,Canceled
4,1,4,Meal Plan 1,0,Room_Type 6,50,Online,4/13/2018,Canceled
4,1,2,Meal Plan 1,0,Room_Type 6,195,Online,8/26/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 6,28,Online,5/17/2018,Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,335,Online,10/13/2018,Canceled
2,1,2,Meal Plan 2,0,Room_Type 1,116,Online,9/18/2017,Canceled
2,0,2,Not Selected,0,Room_Type 1,31,Online,5/17/2018,Canceled
4,2,2,Meal Plan 1,0,Room_Type 6,11,Online,4/24/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,32,Online,4/13/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,245,Online,10/28/2018,Canceled
3,0,4,Meal Plan 1,0,Room_Type 4,137,Online,8/24/2018,Canceled
3,2,0,Meal Plan 1,0,Room_Type 4,36,Online,6/19/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,117,Online,4/29/2018,Canceled
2,1,0,Meal Plan 1,0,Room_Type 4,21,Online,9/19/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 4,131,Online,10/17/2018,Canceled
3,1,3,Meal Plan 1,0,Room_Type 4,184,Online,10/17/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 4,99,Online,5/23/2018,Canceled
4,0,2,Meal Plan 1,0,Room_Type 1,155,Online,8/16/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,104,Online,4/15/2018,Canceled
3,1,2,Meal Plan 1,0,Room_Type 6,68,Online,5/13/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,94,Online,4/14/2018,Canceled
3,1,2,Meal Plan 1,0,Room_Type 4,42,Online,3/18/2018,Canceled
2,1,5,Not Selected,0,Room_Type 1,7,Online,10/17/2018,Canceled
4,0,1,Meal Plan 1,0,Room_Type 6,153,Online,8/19/2018,Canceled
1,1,4,Meal Plan 1,0,Room_Type 4,144,Online,5/25/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,287,Online,9/29/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,185,Online,9/15/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,22,Online,9/26/2018,Canceled
4,0,2,Meal Plan 1,0,Room_Type 6,15,Online,8/16/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,149,Online,7/20/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,52,Online,2/26/2018,Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,88,Online,4/26/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,29,Online,5/20/2018,Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,35,Online,3/16/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,105,Online,12/20/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,193,Online,9/23/2018,Canceled
3,2,1,Meal Plan 1,0,Room_Type 1,61,Online,9/25/2018,Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,193,Online,6/22/2018,Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,25,Online,10/19/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,24,Online,4/21/2018,Canceled
3,2,6,Meal Plan 1,0,Room_Type 6,33,Online,11/19/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,43,Online,3/22/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 4,146,Online,10/19/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,12,Online,11/25/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,169,Online,6/30/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,52,Online,7/27/2018,Canceled
3,1,2,Meal Plan 1,0,Room_Type 1,190,Online,10/28/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,80,Online,3/25/2018,Canceled
3,1,4,Meal Plan 1,0,Room_Type 1,47,Online,4/25/2018,Canceled
3,0,1,Meal Plan 1,0,Room_Type 4,45,Online,12/30/2018,Canceled
3,0,4,Meal Plan 1,0,Room_Type 4,79,Online,11/30/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,169,Online,4/23/2018,Canceled
2,2,2,Not Selected,0,Room_Type 1,240,Online,12/31/2018,Canceled
1,0,2,Not Selected,0,Room_Type 1,15,Online,9/15/2018,Canceled
3,2,5,Meal Plan 1,0,Room_Type 4,228,Online,10/29/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,196,Online,10/27/2018,Canceled
2,2,2,Not Selected,0,Room_Type 1,254,Online,12/30/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,54,Online,3/17/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,156,Online,8/14/2018,Canceled
3,2,1,Meal Plan 1,0,Room_Type 4,75,Online,8/13/2018,Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,29,Online,10/20/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,205,Online,7/22/2018,Canceled
4,2,2,Meal Plan 1,0,Room_Type 6,174,Online,10/29/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,207,Online,9/30/2018,Canceled
2,1,4,Not Selected,0,Room_Type 1,69,Online,10/31/2018,Canceled
3,1,4,Not Selected,0,Room_Type 1,220,Online,10/24/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,125,Online,11/17/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,23,Online,10/20/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,86,Online,5/26/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,115,Online,4/29/2018,Canceled
2,0,4,Not Selected,0,Room_Type 1,50,Online,8/30/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,76,Online,5/13/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,137,Online,6/28/2018,Canceled
4,0,4,Meal Plan 1,0,Room_Type 6,184,Online,10/25/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,239,Online,10/28/2018,Canceled
3,0,1,Meal Plan 2,0,Room_Type 1,184,Online,8/17/2018,Canceled
2,2,2,Not Selected,0,Room_Type 1,33,Online,3/13/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,97,Online,9/17/2017,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,157,Online,6/26/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,3,Online,8/13/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,124,Online,10/25/2018,Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,86,Online,11/13/2018,Canceled
4,1,3,Meal Plan 1,0,Room_Type 6,230,Online,8/25/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,126,Online,12/30/2018,Canceled
4,1,2,Meal Plan 1,0,Room_Type 6,82,Online,3/25/2018,Canceled
1,1,0,Not Selected,0,Room_Type 1,21,Online,11/28/2018,Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,11,Online,10/26/2018,Canceled
3,2,6,Meal Plan 1,0,Room_Type 4,141,Online,8/17/2018,Canceled
3,1,2,Meal Plan 1,0,Room_Type 4,191,Online,8/22/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,9,Online,8/31/2017,Canceled
2,2,1,Meal Plan 1,1,Room_Type 2,278,Online,7/16/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 4,144,Online,7/23/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,237,Online,9/14/2017,Canceled
1,1,3,Meal Plan 1,0,Room_Type 1,57,Online,6/20/2018,Canceled
1,2,0,Meal Plan 1,0,Room_Type 1,13,Online,6/26/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,99,Online,7/16/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,20,Online,9/24/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,6,Online,2/16/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,100,Online,12/26/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,9,Online,4/19/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,79,Online,11/17/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,17,Online,9/15/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,183,Online,10/29/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,177,Online,7/30/2018,Canceled
2,1,5,Meal Plan 1,0,Room_Type 1,147,Online,7/18/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,41,Online,4/21/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,270,Online,9/30/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 2,82,Online,7/19/2017,Canceled
2,2,5,Meal Plan 2,0,Room_Type 1,90,Online,4/23/2018,Canceled
1,2,1,Meal Plan 1,0,Room_Type 1,179,Online,9/24/2018,Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,308,Online,11/23/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,179,Online,8/31/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,185,Online,12/16/2018,Canceled
2,3,6,Not Selected,0,Room_Type 1,314,Online,12/26/2018,Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,75,Online,8/14/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,127,Online,11/13/2018,Canceled
2,2,2,Not Selected,0,Room_Type 1,208,Online,7/30/2018,Canceled
1,0,4,Not Selected,0,Room_Type 1,44,Online,4/13/2018,Canceled
2,2,5,Not Selected,0,Room_Type 1,185,Online,8/13/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 4,120,Online,8/15/2018,Canceled
3,2,1,Meal Plan 1,0,Room_Type 4,52,Online,3/19/2018,Canceled
1,0,2,Meal Plan 1,0,Room_Type 4,70,Online,4/22/2018,Canceled
4,0,3,Meal Plan 1,0,Room_Type 6,52,Online,9/14/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 2,151,Online,8/19/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,184,Online,11/24/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,43,Online,7/19/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,85,Online,4/19/2018,Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,277,Online,10/16/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,4,Online,7/28/2018,Canceled
3,2,2,Meal Plan 2,0,Room_Type 4,31,Online,6/26/2018,Canceled
3,1,1,Meal Plan 1,0,Room_Type 1,11,Online,2/13/2018,Canceled
4,2,1,Meal Plan 1,0,Room_Type 6,57,Online,4/16/2018,Canceled
2,2,3,Not Selected,0,Room_Type 1,13,Online,8/26/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,107,Online,7/13/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 1,67,Online,10/19/2018,Canceled
2,2,4,Meal Plan 1,0,Room_Type 1,90,Online,8/16/2017,Canceled
3,2,2,Meal Plan 1,0,Room_Type 4,194,Online,8/19/2018,Canceled
2,3,5,Meal Plan 1,0,Room_Type 4,46,Online,3/13/2018,Canceled
3,0,5,Meal Plan 2,0,Room_Type 4,183,Online,8/16/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 2,156,Online,8/31/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,16,Online,3/18/2018,Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,77,Online,4/14/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,109,Online,7/27/2018,Canceled
4,1,1,Meal Plan 1,0,Room_Type 6,5,Online,8/15/2017,Canceled
4,2,1,Meal Plan 1,0,Room_Type 6,139,Online,7/30/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,3,Online,4/17/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 4,16,Online,7/19/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,143,Online,9/21/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,75,Online,3/30/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,30,Online,5/23/2018,Canceled
